ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total,Desconto,Valor_Com_Desconto,Forma_Pagamento,Data_Hora_Geracao
CO013286,568.223.815-76,P0001,2024-06-21,5,274.89,2.3,1374.45,0.05,1305.73,Vale-presente,2026-09-23 16:55:35
CO013287,796.725.221-26,P0050,2025-02-23,2,26.17,1.9,52.34,0,52.34,Vale-presente,2026-09-23 16:55:35
CO013288,136.732.170-40,P0032,2024-11-13,3,67.92,4.2,203.76,0,203.76,Boleto,2026-09-23 16:55:35
CO013289,493.463.331-33,P0094,2024-06-29,3,164.89,4.8,494.67,0,494.67,Cartão de Débito,2026-09-23 16:55:35
CO013290,998.520.370-59,P0066,2025-10-04,4,142.89,4.8,571.56,0.2,457.25,PIX,2026-09-23 16:55:35
CO013291,568.223.815-76,P0069,2024-07-30,1,239.88,2.6,239.88,0.2,191.9,Cartão de Débito,2026-09-23 16:55:35
CO013292,538.272.104-50,P0019,2025-09-04,5,41.88,3.0,209.4,0.15,177.99,Boleto,2026-09-23 16:55:35
CO013293,570.179.982-50,P0006,2025-04-24,3,39.9,2.2,119.7,0,119.7,Vale-presente,2026-09-23 16:55:35
CO013294,877.822.580-67,P0070,2025-03-25,2,37.42,3.5,74.84,0,74.84,PIX,2026-09-23 16:55:35
CO013295,267.957.364-98,P0037,2025-09-27,2,87.89,1.4,175.78,0.05,166.99,Cartão de Débito,2026-09-23 16:55:35
CO013296,653.554.151-26,P0071,2025-06-18,1,42.41,1.2,42.41,0.05,40.29,Cartão de Débito,2026-09-23 16:55:35
CO013297,326.514.808-41,P0098,2024-02-04,1,143.88,4.2,143.88,0.05,136.69,Cartão de Crédito,2026-09-23 16:55:35
CO013298,298.438.953-53,P0007,2024-04-18,1,239.88,1.7,239.88,0.2,191.9,Cartão de Crédito,2026-09-23 16:55:35
CO013299,365.932.176-12,P0070,2024-06-05,3,37.42,4.1,112.26,0.05,106.65,Cartão de Crédito,2026-09-23 16:55:35
CO013300,231.155.638-64,P0059,2025-06-02,3,219.9,3.1,659.7,0,659.7,Boleto,2026-09-23 16:55:35
CO013301,316.926.769-95,P0030,2024-01-16,4,42.41,3.3,169.64,0.1,152.68,Vale-presente,2026-09-23 16:55:35
CO013302,587.559.896-56,P0022,2024-04-17,3,98.89,4.9,296.67,0.1,267.0,Cartão de Crédito,2026-09-23 16:55:35
CO013303,458.362.905-23,P0085,2024-04-03,4,359.88,3.8,1439.52,0.1,1295.57,Cartão de Crédito,2026-09-23 16:55:35
CO013304,745.514.543-50,P0090,2024-04-18,3,26.91,1.7,80.73,0.2,64.58,Cartão de Débito,2026-09-23 16:55:35
CO013305,114.825.646-26,P0041,2025-01-18,4,42.41,1.1,169.64,0.1,152.68,Cartão de Crédito,2026-09-23 16:55:35
CO013306,806.479.322-66,P0008,2024-12-17,3,37.42,2.6,112.26,0,112.26,Boleto,2026-09-23 16:55:35
CO013307,865.701.633-67,P0076,2024-04-23,5,110.42,1.7,552.1,0,552.1,PIX,2026-09-23 16:55:35
CO013308,870.522.888-59,P0039,2025-11-17,3,219.9,3.9,659.7,0.05,626.72,Dinheiro,2026-09-23 16:55:35
CO013309,772.398.928-89,P0090,2025-08-09,1,26.91,3.8,26.91,0,26.91,Cartão de Débito,2026-09-23 16:55:35
CO013310,195.614.756-31,P0038,2024-08-24,1,134.87,2.4,134.87,0,134.87,Dinheiro,2026-09-23 16:55:35
CO013311,652.947.101-96,P0013,2025-11-08,5,219.9,2.2,1099.5,0.15,934.57,Cartão de Débito,2026-09-23 16:55:35
CO013312,308.871.654-14,P0041,2024-06-21,3,42.41,3.8,127.23,0,127.23,Cartão de Crédito,2026-09-23 16:55:35
CO013313,435.695.102-21,P0048,2025-08-19,5,159.9,3.4,799.5,0,799.5,Cartão de Débito,2026-09-23 16:55:35
CO013314,245.676.292-73,P0001,2024-10-14,3,274.89,4.3,824.67,0,824.67,PIX,2026-09-23 16:55:35
CO013315,389.843.405-85,P0001,2024-03-30,5,274.89,2.9,1374.45,0.2,1099.56,Cartão de Débito,2026-09-23 16:55:35
CO013316,109.596.239-34,P0002,2025-09-24,5,82.43,3.3,412.15,0,412.15,Vale-presente,2026-09-23 16:55:35
CO013317,596.285.918-77,P0025,2025-09-03,3,199.9,2.6,599.7,0,599.7,Dinheiro,2026-09-23 16:55:35
CO013318,390.358.841-94,P0047,2024-10-08,3,142.89,3.2,428.67,0,428.67,Cartão de Débito,2026-09-23 16:55:35
CO013319,353.435.544-84,P0078,2025-03-17,5,89.9,2.3,449.5,0,449.5,Cartão de Crédito,2026-09-23 16:55:35
CO013320,568.216.368-95,P0067,2024-12-09,3,120.89,4.2,362.67,0.2,290.14,Vale-presente,2026-09-23 16:55:35
CO013321,924.423.510-44,P0007,2024-02-01,2,239.88,2.0,479.76,0.2,383.81,Boleto,2026-09-23 16:55:35
CO013322,615.796.533-45,P0084,2025-01-22,4,26.91,4.8,107.64,0.1,96.88,Vale-presente,2026-09-23 16:55:35
CO013323,665.155.113-42,P0100,2025-02-10,5,107.91,4.5,539.55,0.1,485.59,Dinheiro,2026-09-23 16:55:35
CO013324,753.989.870-72,P0074,2024-12-01,5,80.87,1.5,404.35,0.1,363.92,Boleto,2026-09-23 16:55:35
CO013325,195.871.969-40,P0035,2025-08-05,1,69.9,2.7,69.9,0,69.9,Vale-presente,2026-09-23 16:55:35
CO013326,525.827.960-66,P0029,2024-08-27,3,134.87,1.5,404.61,0,404.61,Vale-presente,2026-09-23 16:55:35
CO013327,347.617.683-18,P0003,2024-02-22,1,26.17,4.1,26.17,0,26.17,Vale-presente,2026-09-23 16:55:35
CO013328,701.406.754-64,P0009,2024-09-09,2,43.89,1.6,87.78,0,87.78,Boleto,2026-09-23 16:55:35
CO013329,999.584.661-16,P0071,2025-02-21,4,42.41,3.1,169.64,0.1,152.68,Dinheiro,2026-09-23 16:55:35
CO013330,646.304.848-57,P0068,2025-06-08,4,95.88,2.9,383.52,0,383.52,PIX,2026-09-23 16:55:35
CO013331,225.143.572-16,P0088,2024-03-29,2,49.9,4.6,99.8,0.2,79.84,Cartão de Crédito,2026-09-23 16:55:35
CO013332,99548066723,P0011,2025-12-16,5,49.9,1.1,249.5,0,249.5,Vale-presente,2026-09-23 16:55:35
CO013333,898.319.977-38,P0005,2024-10-01,3,79.9,2.7,239.7,0,239.7,Cartão de Crédito,2026-09-23 16:55:35
CO013334,988.797.490-77,P0090,2024-09-20,3,26.91,3.8,80.73,0,80.73,Vale-presente,2026-09-23 16:55:35
CO013335,117.965.365-30,P0085,2024-11-05,4,359.88,4.0,1439.52,0,1439.52,Cartão de Crédito,2026-09-23 16:55:35
CO013336,215.459.590-69,P0009,2024-01-15,1,43.89,1.1,43.89,0.05,41.7,Boleto,2026-09-23 16:55:35
CO013337,192.839.612-24,P0082,2025-10-10,1,89.93,4.8,89.93,0,89.93,PIX,2026-09-23 16:55:35
CO013338,52795728014,P0022,2025-10-03,4,98.89,4.1,395.56,0.2,316.45,PIX,2026-09-23 16:55:35
CO013339,102.145.979-11,P0013,2024-09-20,5,219.9,2.8,1099.5,0,1099.5,PIX,2026-09-23 16:55:35
CO013340,916.559.491-96,P0040,2025-02-14,3,80.91,4.7,242.73,0,242.73,Cartão de Crédito,2026-09-23 16:55:35
CO013341,560.862.442-43,P0074,2025-06-13,5,80.87,3.3,404.35,0,404.35,Cartão de Débito,2026-09-23 16:55:35
CO013342,473.915.981-15,P0009,2025-10-06,3,43.89,3.9,131.67,0.15,111.92,Boleto,2026-09-23 16:55:35
CO013343,850.977.397-27,P0074,2024-12-12,1,80.87,3.8,80.87,0.15,68.74,Vale-presente,2026-09-23 16:55:35
CO013344,590.315.704-30,P0083,2024-12-06,2,143.91,2.3,287.82,0,287.82,Cartão de Débito,2026-09-23 16:55:35
CO013345,701.406.754-64,P0056,2024-06-12,2,89.9,1.4,179.8,0.1,161.82,Dinheiro,2026-09-23 16:55:35
CO013346,799.536.276-55,P0005,2025-08-02,1,79.9,2.7,79.9,0.15,67.92,Cartão de Crédito,2026-09-23 16:55:35
CO013347,115.839.247-62,P0043,2025-11-29,2,69.9,3.4,139.8,0,139.8,PIX,2026-09-23 16:55:35
CO013348,703.847.493-54,P0004,2025-12-31,4,169.9,4.9,679.6,0.05,645.62,Vale-presente,2026-09-23 16:55:35
CO013349,398.852.811-91,P0099,2024-05-06,5,49.9,4.7,249.5,0.15,212.07,Dinheiro,2026-09-23 16:55:35
CO013350,844.910.623-88,P0097,2024-07-25,5,27.39,3.8,136.95,0,136.95,Vale-presente,2026-09-23 16:55:35
CO013351,842.794.423-81,P0030,2024-08-28,1,42.41,4.5,42.41,0.1,38.17,Dinheiro,2026-09-23 16:55:35
CO013352,135.728.734-88,P0100,2025-12-20,5,107.91,1.4,539.55,0,539.55,PIX,2026-09-23 16:55:35
CO013353,441.798.410-61,P0013,2025-09-17,2,219.9,1.4,439.8,0,439.8,Boleto,2026-09-23 16:55:35
CO013354,710.284.834-73,P0037,2024-03-12,3,87.89,3.4,263.67,0.05,250.49,Boleto,2026-09-23 16:55:35
CO013355,344.229.584-95,P0027,2025-09-02,3,212.41,1.5,637.23,0,637.23,PIX,2026-09-23 16:55:35
CO013356,804.817.733-22,P0016,2025-12-27,4,32.89,3.3,131.56,0.2,105.25,Boleto,2026-09-23 16:55:35
CO013357,347.617.683-18,P0043,2024-02-28,2,69.9,2.7,139.8,0,139.8,Dinheiro,2026-09-23 16:55:35
CO013358,729.714.139-78,P0004,2025-08-25,-1,169.9,4.9,679.6,0.2,543.68,Dinheiro,2026-09-23 16:55:35
CO013359,998.591.573-67,P0001,2025-09-28,2,274.89,2.3,549.78,0.1,494.8,PIX,2026-09-23 16:55:35
CO013360,144.844.902-94,P0061,2024-06-10,1,67.43,2.9,67.43,0,67.43,Dinheiro,2026-09-23 16:55:35
CO013361,,produto_57,2025-05-21,3,26.91,3.9,80.73,0.15,68.62,Boleto,2026-09-23 16:55:35
CO013362,388.275.872-78,P0010,2024-05-11,1,69.9,4.1,69.9,0.15,59.42,Boleto,2026-09-23 16:55:35
CO013363,620.826.201-50,P0038,2025-12-07,1,134.87,2.6,134.87,0.15,114.64,Boleto,2026-09-23 16:55:35
CO013364,376.737.720-99,P0030,2025-01-15,1,42.41,5.0,42.41,0,42.41,Cartão de Crédito,2026-09-23 16:55:35
CO013365,493.463.331-33,P0041,2025-05-11,4,42.41,2.8,169.64,0.15,144.19,Boleto,2026-09-23 16:55:35
CO013366,180.570.554-83,P0079,2024-11-03,1,59.88,2.3,59.88,0.15,50.9,PIX,2026-09-23 16:55:35
CO013367,288.152.358-71,P0055,2024-03-29,4,41.88,3.4,167.52,0,167.52,Cartão de Débito,2026-09-23 16:55:35
CO013368,609.123.192-60,P0037,2024-05-28,1,87.89,4.9,87.89,0,87.89,Cartão de Débito,2026-09-23 16:55:35
CO013369,129.284.379-99,P0055,2025-11-08,5,41.88,4.1,209.4,0.05,198.93,Boleto,2026-09-23 16:55:35
CO013370,999.850.195-57,P0073,2025-09-22,4,44.9,2.6,179.6,0.05,170.62,Boleto,2026-09-23 16:55:35
CO013371,508.470.324-27,P0007,2024-05-01,4,239.88,3.2,959.52,0.1,863.57,Dinheiro,2026-09-23 16:55:35
CO013372,666.981.111-97,P0034,2025-08-27,0,329.89,4.1,329.89,0.05,313.4,Vale-presente,2026-09-23 16:55:35
CO013373,244.821.923-46,P0055,2025-08-02,3,41.88,3.7,125.64,0,125.64,Dinheiro,2026-09-23 16:55:35
CO013374,508.436.385-18,P0027,2024-01-03,5,212.41,1.9,1062.05,0,1062.05,Cartão de Crédito,2026-09-23 16:55:35
CO013375,545.280.851-76,P0013,2025-10-14,-1,219.9,2.5,219.9,0.05,208.91,Dinheiro,2026-09-23 16:55:35
CO013376,424.873.553-88,P0009,2025-11-05,5,43.89,1.9,219.45,0.15,186.53,Dinheiro,2026-09-23 16:55:35
CO013377,853.241.975-94,P0040,2024-07-04,5,80.91,4.7,404.55,0.1,364.1,Cartão de Débito,2026-09-23 16:55:35
CO013378,337.965.632-62,P0049,2025-09-27,1,254.91,3.7,254.91,0.15,216.67,Cartão de Débito,2026-09-23 16:55:35
CO013379,971.616.579-44,P0020,2024-02-15,1,37.42,1.5,37.42,0,37.42,Cartão de Crédito,2026-09-23 16:55:35
CO013380,587.559.896-56,P0026,2025-10-27,5,269.87,4.1,1349.35,0,1349.35,Cartão de Débito,2026-09-23 16:55:35
CO013381,,P0007,2024-08-26,2,239.88,2.5,479.76,0,479.76,Cartão de Crédito,2026-09-23 16:55:35
CO013382,388.275.872-78,P0072,2025-05-12,3,119.9,4.9,359.7,0,359.7,Cartão de Crédito,2026-09-23 16:55:35
CO013383,740.915.220-36,P0060,2024-04-23,5,33.62,1.3,168.1,0.2,134.48,Boleto,2026-09-23 16:55:35
CO013384,251.680.702-84,P0084,2025-12-20,3,26.91,4.9,80.73,0.2,64.58,Dinheiro,2026-09-23 16:55:35
CO013385,835.290.114-53,P0048,2025-08-03,1,159.9,2.3,159.9,0,159.9,Dinheiro,2026-09-23 16:55:35
CO013386,408.515.661-10,P0087,2025-12-22,4,164.89,2.7,659.56,0.05,626.58,Dinheiro,2026-09-23 16:55:35
CO013387,582.231.858-43,P0035,2024-08-02,4,69.9,1.4,279.6,0,279.6,Cartão de Débito,2026-09-23 16:55:35
CO013388,164.122.992-39,P0095,2025-07-29,4,71.88,3.6,287.52,0.2,230.02,Cartão de Crédito,2026-09-23 16:55:35
CO013389,600.288.655-92,P0068,2024-12-15,3,95.88,2.2,287.64,0.05,273.26,PIX,2026-09-23 16:55:35
CO013390,758.208.552-43,P0043,2024-02-12,4,69.9,3.4,279.6,0.2,223.68,PIX,2026-09-23 16:55:35
CO013391,879.963.792-60,P0066,2025-08-21,2,142.89,1.6,285.78,0.15,242.91,Dinheiro,2026-09-23 16:55:35
CO013392,595.850.994-77,P0031,2024-03-01,4,65.89,1.2,263.56,0,263.56,PIX,2026-09-23 16:55:35
CO013393,180.570.554-83,P0078,2024-04-02,5,89.9,3.5,449.5,0.2,359.6,Vale-presente,2026-09-23 16:55:35
CO013394,901.521.921-95,P0079,2025-07-21,3,59.88,3.5,179.64,0.05,170.66,Cartão de Crédito,2026-09-23 16:55:35
CO013395,353.435.544-84,P0095,2025-10-01,2,71.88,1.7,143.76,0,143.76,Vale-presente,2026-09-23 16:55:35
CO013396,875.525.272-99,P0049,2024-11-21,5,254.91,1.9,1274.55,0,1274.55,PIX,2026-09-23 16:55:35
CO013397,535.863.663-52,P0055,2025-01-28,1,41.88,3.8,41.88,0.2,33.5,Cartão de Débito,2026-09-23 16:55:35
CO013398,193.581.456-62,P0041,2024-06-24,1,42.41,1.9,42.41,0,42.41,Cartão de Crédito,2026-09-23 16:55:35
CO013399,232.729.544-91,P0020,2024-12-13,5,37.42,4.1,187.1,0.05,177.74,Boleto,2026-09-23 16:55:35
CO013400,732.563.378-99,P0030,2025-09-21,3,42.41,3.9,127.23,0.1,114.51,Dinheiro,2026-09-23 16:55:35
CO013401,813.402.667-26,P0043,2024-11-05,2,69.9,4.9,139.8,0.15,118.83,Boleto,2026-09-23 16:55:35
CO013402,804.603.873-71,P0019,2025-11-25,3,41.88,1.6,125.64,0.2,100.51,Dinheiro,2026-09-23 16:55:35
CO013403,158.708.772-37,P0077,2025-06-01,1,110.42,3.9,110.42,0.2,88.34,Boleto,2026-09-23 16:55:35
CO013404,604.487.459-79,P0012,2024-10-18,3,53.87,3.0,161.61,0.1,145.45,PIX,2026-09-23 16:55:35
CO013405,835.850.226-21,P0039,2024-03-20,5,219.9,4.5,1099.5,0.05,1044.52,Boleto,2026-09-23 16:55:35
CO013406,979.681.148-60,P0018,2025-04-23,5,121.37,3.4,606.85,0.15,515.82,Boleto,2026-09-23 16:55:35
CO013407,463.314.786-44,P0099,2024-04-11,4,49.9,4.6,199.6,0.05,189.62,Cartão de Débito,2026-09-23 16:55:35
CO013408,560.967.479-21,P0046,2025-10-07,5,33.91,3.9,169.55,0.15,144.12,Dinheiro,2026-09-23 16:55:35
CO013409,136.732.170-40,P0067,2024-08-08,4,120.89,1.2,483.56,0,483.56,Dinheiro,2026-09-23 16:55:35
CO013410,879.963.792-60,P0009,2025-03-07,2,43.89,1.7,87.78,0,87.78,Cartão de Crédito,2026-09-23 16:55:35
CO013411,376.284.126-50,P0058,2025-02-18,4,155.88,3.4,623.52,0,623.52,Cartão de Débito,2026-09-23 16:55:35
CO013412,417.800.759-69,P0058,2024-12-05,2,155.88,4.4,311.76,0.2,249.41,Boleto,2026-09-23 16:55:35
CO013413,928.375.522-34,P0046,2024-04-13,4,33.91,3.2,135.64,0,135.64,Vale-presente,2026-09-23 16:55:35
CO013414,959.831.765-52,P0017,2025-06-26,5,94.37,4.6,471.85,0.1,424.67,Cartão de Débito,2026-09-23 16:55:35
CO013415,388.606.711-93,P0099,2024-04-14,3,49.9,4.3,149.7,0.2,119.76,Cartão de Débito,2026-09-23 16:55:35
CO013416,650.502.641-26,P0005,2025-08-12,1,79.9,3.6,79.9,0.2,63.92,Cartão de Débito,2026-09-23 16:55:35
CO013417,865.116.465-18,P0051,2024-07-16,4,49.9,4.7,199.6,0.05,189.62,Cartão de Crédito,2026-09-23 16:55:35
CO013418,703.847.493-54,P0014,2025-12-27,3,139.9,2.0,419.7,0,419.7,Cartão de Débito,2026-09-23 16:55:35
CO013419,501.287.816-95,P0029,2024-11-24,1,134.87,3.2,134.87,0,134.87,Cartão de Crédito,2026-09-23 16:55:35
CO013420,126.193.334-96,P0005,2024-02-16,1,79.9,1.7,79.9,0.1,71.91,Cartão de Débito,2026-09-23 16:55:35
CO013421,809.880.354-45,P0048,2025-03-22,3,159.9,3.8,479.7,0.05,455.71,Boleto,2026-09-23 16:55:35
CO013422,709.866.944-82,P0060,2025-08-01,1,33.62,4.8,33.62,0,33.62,Cartão de Débito,2026-09-23 16:55:35
CO013423,924.223.915-82,P0083,2025-08-17,5,143.91,4.9,719.55,0.05,683.57,Vale-presente,2026-09-23 16:55:35
CO013424,115.839.247-62,P0061,2024-03-28,2,67.43,3.0,134.86,0.05,128.12,Cartão de Crédito,2026-09-23 16:55:35
CO013425,810.752.430-24,P0015,2025-05-15,5,89.9,4.8,449.5,0,449.5,Cartão de Crédito,2026-09-23 16:55:35
CO013426,668.270.601-46,P0011,2025-05-13,5,49.9,4.3,249.5,0.15,212.07,Boleto,2026-09-23 16:55:35
CO013427,142.945.984-13,P0031,2025-01-07,2,65.89,1.8,131.78,0.05,125.19,Cartão de Débito,2026-09-23 16:55:35
CO013428,972.401.163-57,P0080,2024-09-04,4,249.9,4.1,999.6,0,999.6,Cartão de Débito,2026-09-23 16:55:35
CO013429,705.605.891-35,P0017,2024-05-12,2,94.37,1.0,188.74,0,188.74,Dinheiro,2026-09-23 16:55:35
CO013430,526.282.265-96,P0056,2025-11-13,1,89.9,3.6,89.9,0.05,85.41,PIX,2026-09-23 16:55:35
CO013431,108.783.936-80,P0012,2024-12-18,2,53.87,3.1,107.74,0.1,96.97,Vale-presente,2026-09-23 16:55:35
CO013432,567.108.477-35,P0089,2025-08-27,1,121.37,2.8,121.37,0.15,103.16,Cartão de Débito,2026-09-23 16:55:35
CO013433,948.487.325-43,P0071,2025-12-22,5,42.41,3.2,212.05,0,212.05,Vale-presente,2026-09-23 16:55:35
CO013434,905.652.997-56,P0012,2025-07-17,5,53.87,3.0,269.35,0.05,255.88,Cartão de Crédito,2026-09-23 16:55:35
CO013435,935.910.854-17,P0039,2024-11-27,1,219.9,2.5,219.9,0.15,186.91,Vale-presente,2026-09-23 16:55:35
CO013436,682.129.277-34,P0033,2024-01-25,1,52.43,4.0,52.43,0.05,49.81,Vale-presente,2026-09-23 16:55:35
CO013437,923.628.147-61,P0051,2025-09-13,3,49.9,4.6,149.7,0,149.7,PIX,2026-09-23 16:55:35
CO013438,552.791.318-75,P0066,2025-08-12,5,142.89,3.4,714.45,0,714.45,PIX,2026-09-23 16:55:35
CO013439,824.240.818-11,P0064,2024-01-04,2,119.9,3.0,239.8,0,239.8,Dinheiro,2026-09-23 16:55:35
CO013440,107.283.191-93,P0032,2025-07-03,4,67.92,1.7,271.68,0.1,244.51,Cartão de Crédito,2026-09-23 16:55:35
CO013441,821.395.670-15,P0021,2025-06-05,3,79.9,1.0,239.7,0,239.7,Dinheiro,2026-09-23 16:55:35
CO013442,356.184.480-95,P0025,2025-07-26,1,199.9,1.5,199.9,0,199.9,Cartão de Débito,2026-09-23 16:55:35
CO013443,109.817.952-43,P0089,2025-08-08,3,121.37,1.6,364.11,0,364.11,Cartão de Débito,2026-09-23 16:55:35
CO013444,891.513.985-75,P0068,2025-12-29,3,95.88,2.2,287.64,0.05,273.26,Cartão de Crédito,2026-09-23 16:55:35
CO013445,782.717.514-72,P0006,2024-11-11,3,39.9,4.4,119.7,0,119.7,Cartão de Débito,2026-09-23 16:55:35
CO013446,391.566.270-89,P0064,2024-07-15,5,119.9,2.9,599.5,0.05,569.52,PIX,2026-09-23 16:55:35
CO013447,654.161.170-70,P0086,2025-12-28,5,98.89,4.8,494.45,0.2,395.56,PIX,2026-09-23 16:55:35
CO013448,991.491.734-97,P0083,2025-10-21,5,143.91,1.1,719.55,0.2,575.64,Cartão de Crédito,2026-09-23 16:55:35
CO013449,,P0076,2024-02-06,2,110.42,4.4,220.84,0.1,198.76,Dinheiro,2026-09-23 16:55:35
CO013450,902.561.602-39,P0028,2025-10-22,5,110.42,4.7,552.1,0.2,441.68,Dinheiro,2026-09-23 16:55:35
CO013451,877.822.580-67,P0078,2024-03-27,,89.9,1.9,89.9,0,89.9,Vale-presente,2026-09-23 16:55:35
CO013452,109.972.241-94,P0043,2025-01-09,1,69.9,4.8,69.9,0,69.9,Dinheiro,2026-09-23 16:55:35
CO013453,645.426.891-66,P0059,2025-01-19,2,219.9,4.0,439.8,0.05,417.81,PIX,2026-09-23 16:55:35
CO013454,408.515.661-10,P0059,2025-11-05,2,219.9,4.2,439.8,0.05,417.81,Vale-presente,2026-09-23 16:55:35
CO013455,804.710.258-57,P0092,2024-12-03,4,33.62,3.9,134.48,0.15,114.31,Vale-presente,2026-09-23 16:55:35
CO013456,310.675.824-14,P0078,2025-03-05,4,89.9,1.9,359.6,0,359.6,PIX,2026-09-23 16:55:35
CO013457,966.638.981-56,P0085,2024-02-06,4,359.88,4.0,1439.52,0.2,1151.62,Cartão de Débito,2026-09-23 16:55:35
CO013458,662.269.371-77,P0018,2024-12-04,1,121.37,1.4,121.37,0,121.37,PIX,2026-09-23 16:55:35
CO013459,865.697.124-68,P0100,2025-11-08,3,107.91,3.0,323.73,0.2,258.98,Cartão de Crédito,2026-09-23 16:55:35
CO013460,940.157.627-30,P0092,2024-03-07,5,33.62,4.5,168.1,0,168.1,Dinheiro,2026-09-23 16:55:35
CO013461,96192158796,P0007,2024-12-27,2,239.88,2.1,479.76,0.15,407.8,Vale-presente,2026-09-23 16:55:35
CO013462,141.474.475-32,P0048,2024-09-18,2,159.9,2.5,319.8,0.05,303.81,Dinheiro,2026-09-23 16:55:35
CO013463,952.181.579-91,P0088,2024-07-13,2,49.9,4.8,99.8,0,99.8,Cartão de Crédito,2026-09-23 16:55:35
CO013464,527.571.178-24,P0017,2024-06-23,2,94.37,3.2,188.74,0.05,179.3,PIX,2026-09-23 16:55:35
CO013465,796.629.452-26,P0002,2024/07/09,2,82.43,3.7,164.86,0,164.86,Cartão de Crédito,2026-09-23 16:55:35
CO013466,344.371.505-26,P0039,2025-10-19,3,219.9,3.2,659.7,0,659.7,PIX,2026-09-23 16:55:35
CO013467,666.981.111-97,P0035,2024-10-07,3,69.9,1.9,209.7,0,209.7,Dinheiro,2026-09-23 16:55:35
CO013468,435.776.402-49,P0022,2025-09-10,4,98.89,4.8,395.56,0.2,316.45,Cartão de Crédito,2026-09-23 16:55:35
CO013469,652.947.101-96,P0010,2024-10-09,4,69.9,1.6,279.6,0,279.6,Cartão de Crédito,2026-09-23 16:55:35
CO013470,951.227.630-29,P0034,2024-01-22,4,329.89,2.8,1319.56,0.15,1121.63,Cartão de Débito,2026-09-23 16:55:35
CO013471,459.988.795-87,P0091,2025-05-15,3,169.9,2.1,509.7,0.2,407.76,Dinheiro,2026-09-23 16:55:35
CO013472,645.820.335-74,P0082,2025-11-25,5,89.93,4.3,449.65,0,449.65,Cartão de Débito,2026-09-23 16:55:35
CO013473,884.753.690-55,P0078,2025-07-26,3,89.9,4.2,269.7,0,269.7,Cartão de Crédito,2026-09-23 16:55:35
CO013474,602.143.942-48,P0064,2025-01-12,3,119.9,3.3,359.7,0,359.7,Boleto,2026-09-23 16:55:35
CO013475,438.182.963-28,P0064,2025-11-25,4,119.9,4.1,479.6,0.15,407.66,Boleto,2026-09-23 16:55:35
CO013476,407.381.162-81,P0014,2025-06-02,2,139.9,4.7,279.8,0,279.8,Vale-presente,2026-09-23 16:55:35
CO013477,180.570.554-83,P0012,2024-12-09,1,53.87,2.7,53.87,0,53.87,Boleto,2026-09-23 16:55:35
CO013478,215.459.590-69,P0015,2024-04-20,4,89.9,3.3,359.6,0.2,287.68,Boleto,2026-09-23 16:55:35
CO013479,844.534.180-65,P0086,2024-10-10,3,98.89,4.0,296.67,0.2,237.34,Dinheiro,2026-09-23 16:55:35
CO013480,870.522.888-59,P0037,2025-02-12,5,87.89,2.3,439.45,0.2,351.56,Vale-presente,2026-09-23 16:55:35
CO013481,369.331.957-44,P0086,2024-01-12,3,98.89,2.6,296.67,0.05,281.84,Cartão de Crédito,2026-09-23 16:55:35
CO013482,821.477.215-84,P0004,2024-10-13,4,169.9,2.7,679.6,0,679.6,Vale-presente,2026-09-23 16:55:35
CO013483,160.383.987-93,P0011,2025-02-21,2,49.9,3.9,99.8,0.1,89.82,PIX,2026-09-23 16:55:35
CO013484,754.178.626-34,P0019,2025-12-24,4,41.88,3.9,167.52,0,167.52,Boleto,2026-09-23 16:55:35
CO013485,159.350.188-65,P0062,2025-10-01,5,219.9,4.1,1099.5,0,1099.5,Cartão de Débito,2026-09-23 16:55:35
CO013486,326.514.808-41,P0099,2024-06-18,5,49.9,2.2,249.5,0,249.5,Dinheiro,2026-09-23 16:55:35
CO013487,539.771.193-22,P0087,2024-08-16,3,164.89,3.3,494.67,0,494.67,Dinheiro,2026-09-23 16:55:35
CO013488,901.521.921-95,P0048,2024-10-05,4,159.9,4.5,639.6,0,639.6,Boleto,2026-09-23 16:55:35
CO013489,456.587.199-66,P0011,2024-10-04,3,49.9,3.0,149.7,0,149.7,Boleto,2026-09-23 16:55:35
CO013490,806.479.322-66,P0044,2025-09-02,1,131.88,1.7,131.88,0,131.88,Cartão de Débito,2026-09-23 16:55:35
CO013491,689.793.484-60,P0095,2025-07-29,5,71.88,4.0,359.4,0.15,305.49,Boleto,2026-09-23 16:55:35
CO013492,180.570.554-83,P0049,2025-12-20,5,254.91,1.3,1274.55,0.05,1210.82,Cartão de Débito,2026-09-23 16:55:35
CO013493,828.354.464-60,P0001,2025-09-01,5,274.89,3.4,1374.45,0,1374.45,PIX,2026-09-23 16:55:35
CO013494,231.155.638-64,P0057,2025-01-15,4,59.93,3.4,239.72,0,239.72,Dinheiro,2026-09-23 16:55:35
CO013495,668.624.517-23,P0071,2025-05-31,1,42.41,1.2,42.41,0.15,36.05,Vale-presente,2026-09-23 16:55:35
CO013496,402.264.140-80,P0099,2024-01-14,5,49.9,1.2,249.5,0.15,212.07,Vale-presente,2026-09-23 16:55:35
CO013497,562.138.158-57,P0049,2024-06-13,4,254.91,3.9,1019.64,0,1019.64,Cartão de Débito,2026-09-23 16:55:35
CO013498,422.663.432-57,P0002,2024-11-13,5,82.43,4.1,412.15,0,412.15,Cartão de Crédito,2026-09-23 16:55:35
